Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
06/30/2016 11:59:00 PM,2016,61st District Court,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,61st District Court,Total Employees,Total,Native American,1
06/30/2016 11:59:00 PM,2016,61st District Court,Total Employees,Total,Total,81
06/30/2016 11:59:00 PM,2016,61st District Court,Total Employees,Total,White,60
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Asian,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Black/African-American,4
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Multiracial,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,Total,15
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Female,White,9
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Asian,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,Total,10
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Male,White,6
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Asian,2
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Black/African-American,6
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Multiracial,1
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,Total,25
06/30/2016 11:59:00 PM,2016,Administrative Services,Total Employees,Total,White,15
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Asian,1
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,Total,8
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Female,White,7
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,Total,5
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Male,White,5
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Asian,1
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,Total,13
06/30/2016 11:59:00 PM,2016,Assessor,Total Employees,Total,White,12
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,Total,10
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Female,White,10
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,Total,5
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Male,White,5
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,Total,15
06/30/2016 11:59:00 PM,2016,City Attorney,Total Employees,Total,White,15
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Black/African-American,1
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,Total,6
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Female,White,5
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,Total,1
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Male,White,1
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Black/African-American,1
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,Total,7
06/30/2016 11:59:00 PM,2016,City Clerk,Total Employees,Total,White,6
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Native American,1
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,Total,7
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Female,White,6
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,Total,6
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Male,White,5
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Native American,1
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,Total,13
06/30/2016 11:59:00 PM,2016,City Treasurer,Total Employees,Total,White,11
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,Total,12
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Female,White,10
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,Total,4
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Male,White,4
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,Total,16
06/30/2016 11:59:00 PM,2016,Community Development,Total Employees,Total,White,14
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Asian,1
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,Total,12
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Female,White,11
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,Total,1
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Male,White,1
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Asian,1
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,Total,13
06/30/2016 11:59:00 PM,2016,Comptroller,Total Employees,Total,White,12
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,Total,2
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Female,White,2
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,Total,2
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Male,White,2
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,Total,4
06/30/2016 11:59:00 PM,2016,Economic Development,Total Employees,Total,White,4
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,Total,10
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Female,White,9
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,Total,20
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Male,White,19
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Hispanic/Latino,2
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,Total,30
06/30/2016 11:59:00 PM,2016,Engineering,Total Employees,Total,White,28
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,Total,12
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Female,White,12
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Asian,1
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,Total,70
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Male,White,66
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Asian,1
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,Total,82
06/30/2016 11:59:00 PM,2016,Environmental Services,Total Employees,Total,White,78
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Native American,1
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,Total,3
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Female,White,2
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,Total,3
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Male,White,2
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Native American,1
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,Total,6
06/30/2016 11:59:00 PM,2016,Executive Office,Total Employees,Total,White,4
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Black/African-American,1
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,Total,5
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Female,White,4
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Black/African-American,1
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,Total,40
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Male,White,39
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,Total,45
06/30/2016 11:59:00 PM,2016,Facilities and Fleet,Total Employees,Total,White,43
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,Total,14
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Female,White,14
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Black/African-American,6
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Hispanic/Latino,3
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Multiracial,1
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,Total,189
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Male,White,179
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Black/African-American,6
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Hispanic/Latino,3
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Multiracial,1
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,Total,203
06/30/2016 11:59:00 PM,2016,Fire Department,Total Employees,Total,White,193
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,Total,7
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Female,White,7
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Asian,1
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,Total,6
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Male,White,5
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Asian,1
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,Total,13
06/30/2016 11:59:00 PM,2016,Fiscal Services,Total Employees,Total,White,12
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,Total,7
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Female,White,7
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,Total,5
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Male,White,2
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Black/African-American,2
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Hispanic/Latino,1
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Multiracial,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Native American,0
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,Total,12
06/30/2016 11:59:00 PM,2016,Income Tax,Total Employees,Total,White,9
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Asian,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Multiracial,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Native American,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,Total,1
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Female,White,1
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Asian,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Hispanic/Latino,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Multiracial,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Native American,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,Total,2
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Male,White,2
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Total,Asian,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Total,Black/African-American,0
06/30/2016 11:59:00 PM,2016,Information Technology,Total Employees,Total,Hispanic/Latino,0
